scientific_name	assembly_id	gcf	assembly_category	assembly_bio_sample_accession	assembly_name	contig_n50	scaffold_n50	last_updated	taxon_id	taxon_rank	assembly_id_no_version	version	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	qv_score	assigned_percent	assembly_span	ungapped_span	contig_l50	scaffold_l50	contig_count	scaffold_count	chromosome_count	sequence_count	gc_percent	n_percent	source_accession	bioproject	assembly_level	sample_sex	refseq_category	submitter	gene_count	protein_count	busco_completeness	busco_lineage	busco_string	project	assembly_bio_project_accession	assembly_sequencing_tech	pacbio	nanopore	taxonomic_group
Pogoniulus pusillus	GCA_015220805.1	GCF_015220805.1	pri	SAMN15098508	bPogPus1.pri	16792259	33994490	2020-11-03	488313	species	GCA_015220805	1	[""Pogoniulus pusillus""]	[""bPogPus""]	[""Red-fronted tinkerbird""]	NA	Pogoniulus pusillus	Pogoniulus	Lybiidae	Piciformes	Aves	NA	NA	1272338968	1266326211	25	13	559	252	46	252	45.75	0.47	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA637953;PRJNA641122	Chromosome	female	representative genome	Vertebrate Genomes Project	20096	15465	96.3	aves_odb10	C:96.3%[S:95.9%,D:0.4%],F:0.6%,M:3.1%,n:8338	VGP	PRJNA637953	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Pogoniulus pusillus	GCA_015220175.1	NA	alt	SAMN15098508	bPogPus1.alt	647387	647387	2020-11-02	488313	species	GCA_015220175	1	[""Bucco pusillus""]	NA	NA	NA	Pogoniulus pusillus	Pogoniulus	Lybiidae	Piciformes	Aves	NA	NA	1101771457	1101769231	486	486	2760	2748	NA	2748	46	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA637954;PRJNA641122	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA637954	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Gallus gallus	GCA_016699485.1	GCF_016699485.2	pri	SAMN15960293	bGalGal1.mat.broiler.GRCg7b	18834961	90861225	2021-01-19	9031	species	GCA_016699485	1	[""Phasianus gallus""]	NA	NA	NA	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	NA	NA	1053315467	1049931549	18	4	676	213	41	676	42	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA660757;PRJNA673216	Chromosome	female	representative genome	Vertebrate Genomes Project	25635	18023	NA	NA	NA	VGP	PRJNA660757	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Gallus gallus	GCA_016700215.2	GCF_016700215.2	alt	SAMN15960293	bGalGal1.pat.whiteleghornlayer.GRCg7w_WZ	17744542	90563926	2021-10-01	9031	species	GCA_016700215	2	[""Phasianus gallus""]	NA	NA	NA	Gallus gallus	Gallus	Phasianidae	Galliformes	Aves	NA	NA	1050511239	1046014928	18	4	685	276	41	685	42	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA660758;PRJNA673216	Chromosome	female	NA	Vertebrate Genomes Project	25564	17981	NA	NA	NA	VGP	PRJNA660758	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Motacilla alba alba	GCA_015832195.1	GCF_015832195.1	pri	SAMN16093224	Motacilla_alba_V1.0_pri	8515530	72386170	2020-12-08	1094192	subspecies	GCA_015832195	1	[""Motacilla alba alba""]	NA	NA	Motacilla alba alba	Motacilla alba	Motacilla	Motacillidae	Passeriformes	Aves	NA	NA	1072653902	1071750402	32	6	1524	618	31	618	41.25	0	NA	PRJNA662706;PRJNA665039	Chromosome	male	representative genome	Uppsala University	18047	15594	62.2	passeriformes_odb10	C:62.2%[S:62.1%,D:0.1%],F:2.3%,M:35.5%,n:10844	Other	PRJNA662706	PacBio Sequel II HiFi	true	false	bird
Motacilla alba alba	GCA_015832205.1	NA	alt	SAMN16093224	Motacilla_alba_V1.0_alt	251690	NA	2020-12-08	1094192	subspecies	GCA_015832205	1	NA	NA	NA	Motacilla alba alba	Motacilla alba	Motacilla	Motacillidae	Passeriformes	Aves	NA	NA	797430388	797430388	900	NA	5850	NA	NA	5850	41	NA	NA	PRJNA662705;PRJNA665039	Contig	male	NA	Uppsala University	NA	NA	NA	NA	NA	Other	PRJNA662705	PacBio Sequel II HiFi	true	false	bird
Acanthisitta chloris	GCA_016880875.1	NA	alt	SAMN16442762	bAcaChl1.alt	1753226	1753226	2021-02-10	57068	species	GCA_016880875	1	[""Sitta chloris""]	NA	NA	NA	Acanthisitta chloris	Acanthisitta	Acanthisittidae	Passeriformes	Aves	NA	NA	827793803	827792760	124	124	2899	2879	NA	2879	42.5	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561955;PRJNA562166	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA561955	PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Acanthisitta chloris	GCA_016904835.1	NA	pri	SAMN16442762	bAcaChl1.pri	16681756	40827287	2021-02-17	57068	species	GCA_016904835	1	[""Sitta chloris""]	NA	NA	NA	Acanthisitta chloris	Acanthisitta	Acanthisittidae	Passeriformes	Aves	NA	99.04	1077368553	1073152674	17	8	400	205	38	205	42.5	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561954;PRJNA562166	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA561954	PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Falco naumanni	GCA_017639655.1	GCF_017639655.2	pri	SAMN16870685	bFalNau1.pat	13754753	91761059	2021-03-30	148594	species	GCA_017639655	1	[""Cerchneis naumanni""]	[""bFalNau""]	[""Lesser Kestrel""]	NA	Falco naumanni	Falco	Falconidae	Falconiformes	Aves	NA	NA	1215702009	1211624722	25	6	588	290	27	290	42.15	0.34	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA702666;PRJNA715196	Chromosome	female	representative genome	Vertebrate Genomes Project	19775	16079	97.1	aves_odb10	C:97.1%[S:96.3%,D:0.8%],F:0.7%,M:2.2%,n:8338	VGP	PRJNA702666	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Falco naumanni	GCA_017639645.1	NA	alt	SAMN16870685	bFalNau1.mat	13983350	65156219	2021-03-30	148594	species	GCA_017639645	1	NA	NA	NA	NA	Falco naumanni	Falco	Falconidae	Falconiformes	Aves	NA	NA	1156765323	1144795858	24	7	809	551	NA	551	42.5	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA702665;PRJNA715196	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA702665	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Ciconia maguari	GCA_017639555.1	NA	pri	SAMN18353822	bCicMag1.pri	23757428	85554746	2021-03-30	52777	species	GCA_017639555	1	[""Euxenura maguari""]	[""bCicMag""]	[""Maguari stork""]	NA	Ciconia maguari	Ciconia	Ciconiidae	Ciconiiformes	Aves	NA	99.54	1239415939	1217206148	18	5	384	152	31	152	41.37	1.79	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA715733;PRJNA717215	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	96.8	aves_odb10	C:96.8%[S:96.4%,D:0.5%],F:0.5%,M:2.6%,n:8338	VGP	PRJNA715733	PacBio Sequel II CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Ciconia maguari	GCA_017639665.1	NA	alt	SAMN18353822	bCicMag1.alt	345889	345889	2021-03-30	52777	species	GCA_017639665	1	[""Ardea maguari""]	NA	NA	NA	Ciconia maguari	Ciconia	Ciconiidae	Ciconiiformes	Aves	NA	NA	967599765	967599039	815	815	4283	4278	NA	4278	42.5	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA715732;PRJNA717215	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA715732	PacBio Sequel II CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Pluvialis apricaria	GCA_017639485.1	NA	pri	SAMN18353970	bPluApr1.pri	15203797	87527607	2021-03-30	670352	species	GCA_017639485	1	[""Pluvialis apricaria altifrons""]	[""bPluApr""]	[""European Golden Plover""]	NA	Pluvialis apricaria	Pluvialis	Charadriidae	Charadriiformes	Aves	NA	99.85	1247746888	1235452151	23	5	374	106	38	106	42.3	0.99	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA715924;PRJNA717218	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	97.3	aves_odb10	C:97.3%[S:96.6%,D:0.7%],F:0.5%,M:2.2%,n:8338	VGP	PRJNA715924	PacBio Sequel II CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Pluvialis apricaria	GCA_017639475.1	NA	alt	SAMN18353970	bPluApr1.alt	2329139	2329139	2021-03-30	670352	species	GCA_017639475	1	[""Charadrius apricarius""]	NA	NA	NA	Pluvialis apricaria	Pluvialis	Charadriidae	Charadriiformes	Aves	NA	NA	1085787090	1085786538	134	134	1152	1147	NA	1147	43	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA715923;PRJNA717218	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA715923	PacBio Sequel II CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bird
Toxotes jaculatrix	GCA_017976425.1	GCF_017976425.1	pri	SAMN18445299	fToxJac2.pri	15555772	26859436	2021-04-15	941984	species	GCA_017976425	1	[""Sciaena jaculatrix""]	NA	NA	NA	Toxotes jaculatrix	Toxotes	Toxotidae	NA	Actinopteri	NA	NA	621503431	620365959	16	11	194	96	24	96	41	NA	NA	PRJNA489243;PRJNA533106;PRJNA717046;PRJNA717219	Chromosome	not collected	representative genome	Vertebrate Genomes Project	26242	22290	NA	NA	NA	VGP	PRJNA717046	PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bony fish
Toxotes jaculatrix	GCA_017976295.1	NA	alt	SAMN18445299	fToxJac2.alt	493489	493489	2021-04-15	941984	species	GCA_017976295	1	[""Sciaena jaculatrix""]	NA	NA	NA	Toxotes jaculatrix	Toxotes	Toxotidae	NA	Actinopteri	NA	NA	594660453	594660427	351	351	2395	2393	NA	2393	41	NA	NA	PRJNA489243;PRJNA533106;PRJNA717045;PRJNA717219	Scaffold	not collected	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA717045	PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	true	false	bony fish
Ovis aries	GCA_022702665.1	NA	alt	SAMN18719720	ASM2270266v1	50817247	53161075	2022-03-28	9940	species	GCA_022702665	1	[""Ovis ovis""]	NA	NA	NA	Ovis aries	Ovis	Bovidae	Artiodactyla	Mammalia	NA	NA	2752825232	2752825162	18	17	1955	1953	NA	1953	43	NA	NA	PRJNA791175;PRJNA797009;PRJNA945429	Scaffold	male	NA	Northwest A&F University	NA	NA	NA	NA	NA	Other	PRJNA791175	PacBio Sequel	true	false	mammal
Ovis aries	GCA_022702505.1	NA	pri	SAMN18719720	ASM2270250v1	62864296	62864296	2022-03-28	9940	species	GCA_022702505	1	[""Ovis ovis""]	NA	NA	NA	Ovis aries	Ovis	Bovidae	Artiodactyla	Mammalia	NA	NA	2772165925	2772165806	15	15	1923	1920	NA	1920	43.5	NA	NA	PRJNA791176;PRJNA797009;PRJNA945429	Scaffold	male	NA	Northwest A&F University	NA	NA	NA	NA	NA	Other	PRJNA791176	PacBio Sequel	true	false	mammal
Dromiciops gliroides	GCA_019393635.1	GCF_019393635.1	pri	SAMN18857598	mDroGli1.pri	38230856	670775900	2021-08-03	33562	species	GCA_019393635	1	[""Dromiciops australis""]	NA	NA	NA	Dromiciops gliroides	Dromiciops	Microbiotheriidae	Microbiotheria	Mammalia	NA	NA	3303199800	3300269911	27	3	277	17	7	17	39	NA	NA	PRJNA489243;PRJNA533106;PRJNA728141;PRJNA776875	Chromosome	female	representative genome	Vertebrate Genomes Project	31081	21870	NA	NA	NA	VGP	PRJNA728141	PacBio Sequel II CLRQ; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics v1 Hi-C	true	false	mammal
Dromiciops gliroides	GCA_019395325.1	NA	alt	SAMN18857598	mDroGli1.alt	490192	490192	2021-07-29	33562	species	GCA_019395325	1	[""Dromiciops australis""]	NA	NA	NA	Dromiciops gliroides	Dromiciops	Microbiotheriidae	Microbiotheria	Mammalia	NA	NA	2818512018	2818510759	1666	1666	9959	9926	NA	9926	39	NA	NA	PRJNA489243;PRJNA533106;PRJNA728142;PRJNA776875	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA728142	PacBio Sequel II CLR; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics v1 Hi-C	true	false	mammal
Alosa sapidissima	GCA_018492685.1	GCF_018492685.1	pri	SAMN18857608	fAloSap1.pri	1565278	38440066	2021-05-25	34773	species	GCA_018492685	1	[""Clupea sapidissima""]	NA	NA	NA	Alosa sapidissima	Alosa	Clupeidae	Clupeiformes	Actinopteri	NA	NA	903564947	898569135	165	11	1712	73	24	73	43	NA	NA	PRJNA489243;PRJNA533106;PRJNA728145;PRJNA776885	Chromosome	male	representative genome	Vertebrate Genomes Project	47628	25730	NA	NA	NA	VGP	PRJNA728145	PacBio Sequel II HiFi; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C	true	false	bony fish
Alosa sapidissima	GCA_018492705.1	NA	alt	SAMN18857608	fAloSap1.alt	361041	361041	2021-05-24	34773	species	GCA_018492705	1	[""Clupea sapidissima""]	NA	NA	NA	Alosa sapidissima	Alosa	Clupeidae	Clupeiformes	Actinopteri	NA	NA	852425339	852425319	661	661	5411	5410	NA	5410	43	NA	NA	PRJNA489243;PRJNA533106;PRJNA728146;PRJNA776885	Scaffold	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA728146	PacBio Sequel II HiFi; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics Hi-C	true	false	bony fish
Jaculus jaculus	GCA_020740685.1	GCF_020740685.1	pri	SAMN20391724	mJacJac1.mat.Y.cur	22104564	158244790	2021-11-04	51337	species	GCA_020740685	1	[""Mus jaculus""]	NA	NA	NA	Jaculus jaculus	Jaculus	Dipodidae	Rodentia	Mammalia	NA	NA	2863848715	2850145970	39	7	715	159	25	159	42	NA	NA	PRJNA489243;PRJNA533106;PRJNA773797;PRJNA776884	Chromosome	male	representative genome	Vertebrate Genomes Project	35105	20913	NA	NA	NA	VGP	PRJNA773797	PacBio Sequel II CLR 101X; 10X Gemonics linked reads 78X; Bionano Genomics DLS 182X; Arima Genomics Hi-C v1 60X	true	false	mammal
Jaculus jaculus	GCA_020740715.1	NA	alt	SAMN20391724	mJacJac1.pat.decon	6605917	117185741	2021-11-03	51337	species	GCA_020740715	1	[""Mus jaculus""]	NA	NA	NA	Jaculus jaculus	Jaculus	Dipodidae	Rodentia	Mammalia	NA	NA	2595216862	2407126951	74	8	3372	508	NA	508	42	NA	NA	PRJNA489243;PRJNA533106;PRJNA773798;PRJNA776884	Scaffold	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA773798	PacBio Sequel II CLR 101X; 10X Gemonics linked reads 78X; Bionano Genomics DLS 182X; Arima Genomics Hi-C v1 60X	true	false	mammal
Actinemys marmorata	GCA_022086475.1	NA	pri	SAMN21436765	rActMar1.p	75081387	146229595	2022-02-09	335395	species	GCA_022086475	1	[""Geoclemmys nigra""]	[""rActMar""]	[""Northwestern pond turtle""]	NA	Actinemys marmorata	Actinemys	Emydidae	Testudines	NA	NA	NA	2301101399	2301086576	10	5	195	47	NA	47	44.76	0	NA	PRJNA533106;PRJNA720569;PRJNA763234;PRJNA777133;PRJNA778210;PRJNA782591	Scaffold	male	representative genome	UCLA	NA	NA	95.9	sauropsida_odb10	C:95.9%[S:94.3%,D:1.6%],F:0.4%,M:3.7%,n:7480	CCGP	PRJNA778210	PacBio Sequel II; Illumina NovaSeq; Dovetail OmniC	true	false	reptile
Actinemys marmorata	GCA_022086895.1	NA	alt	SAMN21436765	rActMar1.a	2165034	18355815	2022-02-08	335395	species	GCA_022086895	1	[""Emys marmorata""]	NA	NA	NA	Actinemys marmorata	Actinemys	Emydidae	Testudines	NA	NA	NA	2209870670	2209690670	268	24	4308	2508	NA	2508	44.5	NA	NA	PRJNA533106;PRJNA720569;PRJNA763234;PRJNA777133;PRJNA778209;PRJNA782591	Scaffold	male	NA	UCLA	NA	NA	NA	NA	NA	CCGP	PRJNA778209	PacBio Sequel II; Illumina NovaSeq; Dovetail OmniC	true	false	reptile
Rutilus rutilus	GCA_021464565.1	NA	pri	SAMN22026095	fRutRut3.pri.20211004	12790461	42584803	2022-01-14	48668	species	GCA_021464565	1	[""Rutilus rutilus frici""]	[""fRutRut""]	[""Roach""]	NA	Rutilus rutilus	Rutilus	Leuciscidae	Cypriniformes	Actinopteri	NA	NA	1096109301	1096055646	26	11	392	132	NA	132	38.79	0	NA	PRJNA768317;PRJNA768423;PRJNA771025	Scaffold	not determined	representative genome	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	98.1	actinopterygii_odb10	C:98.1%[S:95.8%,D:2.4%],F:0.7%,M:1.1%,n:3640	Euro-Fish	PRJNA768317	Illumina NovaSeq; PacBio Sequel	true	false	bony fish
Rutilus rutilus	GCA_021464575.1	NA	alt	SAMN22026095	fRutRut3.alt.20211004	726240	42686569	2022-01-14	48668	species	GCA_021464575	1	[""Leuciscus rutilus""]	NA	NA	NA	Rutilus rutilus	Rutilus	Leuciscidae	Cypriniformes	Actinopteri	NA	NA	1094876625	984674889	273	11	8334	71	NA	71	38.5	NA	NA	PRJNA768316;PRJNA768423;PRJNA771025	Scaffold	not determined	NA	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	NA	NA	NA	Euro-Fish	PRJNA768316	Illumina NovaSeq; PacBio Sequel	true	false	bony fish
Leuciscus idus	GCA_021554675.1	NA	pri	SAMN22028852	fLeuIdu1.pri.20210917	6028738	42071081	2022-01-23	69811	species	GCA_021554675	1	[""Leuciscus idus""]	[""fLeuIdu""]	[""Ide""]	NA	Leuciscus idus	Leuciscus	Leuciscidae	Cypriniformes	Actinopteri	NA	98.19	1104030153	1103880451	49	11	475	71	25	71	38.76	0.01	NA	PRJNA768343;PRJNA768423;PRJNA771371	Chromosome	not determined	representative genome	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	97	actinopterygii_odb10	C:97.0%[S:95.5%,D:1.5%],F:0.8%,M:2.3%,n:3640	Euro-Fish	PRJNA768343	PacBio Sequel; Illumina NovaSeq	true	false	bony fish
Leuciscus idus	GCA_021554715.1	NA	alt	SAMN22028852	fLeuIdu1.alt.20210917	664766	665161	2022-01-23	69811	species	GCA_021554715	1	[""Leuciscus leuciscus idus""]	NA	NA	NA	Leuciscus idus	Leuciscus	Leuciscidae	Cypriniformes	Actinopteri	NA	NA	940923713	940922993	384	383	2532	2529	NA	2529	38.5	NA	NA	PRJNA768342;PRJNA768423;PRJNA771371	Scaffold	not determined	NA	The Max Planck Institute of Molecular Cell Biology and Genetics	NA	NA	NA	NA	NA	Euro-Fish	PRJNA768342	PacBio Sequel	true	false	bony fish
Diceros bicornis minor	GCA_020826845.1	GCF_020826845.1	pri	SAMN22047685	mDicBic1.mat.cur	28468213	65026825	2021-11-10	77932	subspecies	GCA_020826845	1	[""Diceros bicornis minor""]	NA	NA	Diceros bicornis minor	Diceros bicornis	Diceros	Rhinocerotidae	Perissodactyla	Mammalia	NA	NA	3005519209	3004150348	31	17	1290	1075	42	1075	41.57	0.05	NA	PRJNA489243;PRJNA533106;PRJNA773944;PRJNA776883	Chromosome	female	representative genome	Vertebrate Genomes Project	30368	21434	96.3	laurasiatheria_odb10	C:96.3%[S:95.4%,D:0.9%],F:0.6%,M:3.1%,n:12234	VGP	PRJNA773944	PacBio Sequel II HiFi; Bionano Genomics DLS; Illumina HiSeq; Arima Genomics Hi-C v2	true	false	mammal
Diceros bicornis minor	GCA_020826835.1	NA	alt	SAMN22047685	mDicBic1.pat.decon	27234015	59078673	2021-11-10	77932	subspecies	GCA_020826835	1	NA	NA	NA	Diceros bicornis minor	Diceros bicornis	Diceros	Rhinocerotidae	Perissodactyla	Mammalia	NA	NA	3044793931	3043890239	33	19	1377	1199	NA	1199	41.5	NA	NA	PRJNA489243;PRJNA533106;PRJNA773943;PRJNA776883	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA773943	PacBio Sequel II HiFi; Bionano Genomics DLS; Illumina HiSeq; Arima Genomics Hi-C v2	true	false	mammal
Scomber colias	GCA_021039105.1	NA	pri	SAMN22141988	S.colias_p1.0	3315783	4190967	2021-12-03	338315	species	GCA_021039105	1	NA	NA	NA	NA	Scomber colias	Scomber	Scombridae	Scombriformes	Actinopteri	NA	NA	814072382	813976072	59	47	2099	2028	NA	2028	40	NA	NA	PRJNA769550;PRJNA772732	Scaffold	NA	representative genome	CIIMAR - Interdisciplinary Centre of Marine and Environmental Research	NA	NA	NA	NA	NA	Other	PRJNA769550	PacBio Sequel Hifi	true	false	bony fish
Scomber colias	GCA_021039115.1	NA	alt	SAMN22141988	S.colias_a1.0	465391	466016	2021-12-03	338315	species	GCA_021039115	1	NA	NA	NA	NA	Scomber colias	Scomber	Scombridae	Scombriformes	Actinopteri	NA	NA	807935773	807934835	461	460	5922	5909	NA	5909	40	NA	NA	PRJNA770180;PRJNA772732	Scaffold	NA	NA	CIIMAR - Interdisciplinary Centre of Marine and Environmental Research	NA	NA	NA	NA	NA	Other	PRJNA770180	PacBio Sequel Hifi	true	false	bony fish
Trogon surrucura	GCA_020746105.1	NA	pri	SAMN22550082	bTroSur1.pri.cur	16237294	82617956	2021-11-05	297711	species	GCA_020746105	1	[""Trogon surrucura""]	[""bTroSur""]	[""Suruca trogon""]	NA	Trogon surrucura	Trogon	Trogonidae	Trogoniformes	Aves	NA	99.57	1165727389	1155456634	23	5	434	181	42	181	42.42	0.88	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774295;PRJNA776873	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	97.2	aves_odb10	C:97.2%[S:96.7%,D:0.5%],F:0.5%,M:2.3%,n:8338	VGP	PRJNA774295	PacBio Sequel CLR; Illumina NovaSeq; Bionano Genomics Saphyr DLS; Arima Genomics Hi-C	true	false	bird
Trogon surrucura	GCA_020746095.1	NA	alt	SAMN22550082	bTroSur1.alt.cur	1472883	1472883	2021-11-05	297711	species	GCA_020746095	1	NA	NA	NA	NA	Trogon surrucura	Trogon	Trogonidae	Trogoniformes	Aves	NA	NA	997329498	997329002	195	195	1552	1535	NA	1535	43	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774296;PRJNA776873	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA774296	PacBio Sequel CLR; Illumina NovaSeq; Bionano Genomics Saphyr DLS; Arima Genomics Hi-C v1	true	false	bird
Theristicus caerulescens	GCA_020745775.1	NA	pri	SAMN22550094	bTheCae1.pri.cur	37098842	101368359	2021-11-05	1118847	species	GCA_020745775	1	[""Harpiprion caerulescens""]	NA	NA	NA	Theristicus caerulescens	Theristicus	Threskiornithidae	Pelecaniformes	Aves	NA	99.37	1203353649	1201085442	10	5	191	87	26	87	42.5	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774297;PRJNA776872	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA774297	PacBio Sequel CLR; Illumina NovaSeq; Bionano Genomics Saphyr DLS; Arima Genomics Hi-C v1	true	false	bird
Theristicus caerulescens	GCA_020745805.1	NA	alt	SAMN22550094	bTheCae1.alt.cur	4660171	4660171	2021-11-05	1118847	species	GCA_020745805	1	[""Harpiprion caerulescens""]	NA	NA	NA	Theristicus caerulescens	Theristicus	Threskiornithidae	Pelecaniformes	Aves	NA	NA	1041135290	1041135195	67	67	753	749	NA	749	42.5	NA	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774321;PRJNA776872	Scaffold	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA774321	PacBio Sequel CLR; Illumina NovaSeq; Bionano Genomics Saphyr DLS; Arima Genomics Hi-C v1	true	false	bird
Hemiscyllium ocellatum	GCA_020745735.1	GCF_020745735.1	pri	SAMN22550098	sHemOce1.pat.X.cur.	8845575	83580160	2021-11-05	170820	species	GCA_020745735	1	[""Squalus ocellatus""]	NA	NA	NA	Hemiscyllium ocellatum	Hemiscyllium	Hemiscylliidae	Orectolobiformes	Chondrichthyes	NA	NA	3983466396	3905901794	92	17	5666	1962	54	1962	43	NA	NA	PRJNA489243;PRJNA533106;PRJNA774310;PRJNA776876	Chromosome	male	representative genome	Vertebrate Genomes Project	31963	19215	NA	NA	NA	VGP	PRJNA774310	PacBio Sequel II CLR; Illumina NovaSeq; Bionano Genomics DLS; Arima Genomics Hi-C v1	true	false	cartilaginous fish
Hemiscyllium ocellatum	GCA_020745765.1	NA	alt	SAMN22550098	sHemOce1.mat.decon	7868162	56110228	2021-11-05	170820	species	GCA_020745765	1	[""Squalus ocellatus""]	NA	NA	NA	Hemiscyllium ocellatum	Hemiscyllium	Hemiscylliidae	Orectolobiformes	Chondrichthyes	NA	NA	4149461884	4066097657	107	23	7549	4000	NA	4000	43	NA	NA	PRJNA489243;PRJNA533106;PRJNA774309;PRJNA776876	Scaffold	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA774309	PacBio Sequel II CLR; Illumina NovaSeq; Bionano Genomics DLS; Arima Genomics Hi-C v1	true	false	cartilaginous fish
Porphyrio hochstetteri	GCA_020800305.1	NA	pri	SAMN22550412	bPorHoc1.mat.Z.cur	13461271	71566193	2021-11-08	439704	species	GCA_020800305	1	[""Porphyrio hochstetteri""]	[""bPorHoc""]	[""South Island takahe""]	NA	Porphyrio hochstetteri	Porphyrio	Rallidae	Gruiformes	Aves	NA	96.03	1270277365	1264961116	31	5	500	173	34	173	43.57	0.42	NA	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774331;PRJNA776871	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	96.7	aves_odb10	C:96.7%[S:96.2%,D:0.5%],F:0.5%,M:2.8%,n:8338	VGP	PRJNA774331	PacBio Sequel II HiFi; Bionano Genomics DLS; Illumina HiSeq; Arima Genomics Hi-C v2	true	false	bird
